course_name,course_description
8,['高级英语写作'],[' \r\n\r\n\t高级英语写作课是专门为提高非英语专业研究生的写作能力而开设的课程。其主要内容分为五个部分：段落写作、短文写作、应用文写作、图表作文和学术论文写作。课程内容由易到难，能够帮助学生逐步提高英语写作能力。课程有三个主要特点：适用范围广，适合所有专业的研究生使用；系统性强：学生可以系统学习从段落到学术论文写作的方法；由中外教师共同合作，精心设计和讲解这门课程。中国教师了解学生的英语水平和学习需求；外国教师的语言地道、讲解更加生动、懂得英语的写作范式，中外教师的合作教学能够满足学生对写作的学习需求并吸引学生的学习兴趣，从而提高学生的英语写作水平和跨文化交际能力。\r\n\r\n ']
9,['大数据分析（B）'],['在互联网、政治经济、社会、公共卫生、金融、医疗健康、环境、海洋等等各个领域，都存在着PB量级的数据有待研究，且大数据分析的结果已经产生实际效应。本课程将从数据统计分析的数学基础、大数据智能分析与处理方法、大数据的分布式处理与并行计算以及大数据的多领域应用等不同层次，教授大数据分析与处理的基本方法、工具及应用。具体内容包括：（1）大数据分析与处理基础：数据科学发展情况；大数据的时代背景及其重要性；大数据分析与处理的典型应用。（2）数据统计分析的数学基础：数据统计知识回顾；多维数据分布；数据采样；主成份分析与因子分析；假设检验；线性相关与回归；非线性回归；方差分析；P-Value。（3）大数据的智能处理：时间序列分析；动态贝叶斯网络；矩阵分解理论；机器学习；大规模数据上的模型应用。（4）大数据的分布式处理与并行计算：HDFS与HBASE；Hadoop与Mapreduce，MapReduce并行计算；基于MapReduce的数据分析与智能处理方法的并行化。（5）大数据分析与处理前沿：社交媒体大数据分析与处理；城市交通大数据分析与处理；金融大数据分析与处理；医疗大数据分析与处理等。']
0,['信息技术与应用——办公自动化'],['\n\t信息时代，网络技术﹑计算机技术和大数据技术快速发展并广泛应用，成为衡量一个国家经济发展和竞争力的重要指标，成为评定各行各业管理是否现代化的重要标志。学习掌握信息技术基本知识，熟练应用信息技术实现办公自动化，是信息时代必备的知识技能，是满足社会需要和适应工作岗位的基本功。《信息技术与应用》课程，着眼“自主可控”国家战略，适应国产化要求，同时满足国家计算机等级考试、计算机技术与软件专业技术资格考试（水平）需要，主要内容包含文字处理模块、表格模块和演示模块等。为贯彻落实国家关于职业教育改革、提升专业技能、适应社会多样化需求的有关精神，我们开发了《信息安全与管控》课程，并纳入信息化人才培训体系。通过培训及考试合格人员，颁发国家工业和信息化部教育与考试中心的职业技术（水平）证书，以满足广大受训人员适应现职岗位的要求，同时为调整岗位或重新就业打下良好基础。\n']
1,['庄子寓言及其智慧'],['\n\t\xa0 《庄子寓言及其智慧》是本课程组继《英美音乐与文化》获得2018年国家精品在线开放课程后，又一精心打造的全英通识在线开放课程。主要介绍庄子的寓言及其哲学智慧。该课程用英语侃侃而谈中国哲学史上最为瑰丽清奇的文哲巨著，融奇思妙想的庄子寓言和挥洒泼墨的古风动画为一体，带你解读鲲鹏乘风而起的广袤格局，体验庖丁解牛一般的破局智慧，读懂相濡以沫暗含的自由精神，感悟子非鱼安知鱼之乐的哲学思辨。\n\n\n\t\xa0\n\n\n\t\xa0 \xa0 课程浅显易懂，启迪智慧，以简单的英语深入浅出地讲述庄子的寓言；语言地道，文化自信，脚本由英国、美国教师校对，配音，并分享多位中外大师级学者读庄子的感悟；制作精良，独具匠心，5位国画家，120张国画，专业公司制作成动画，更有虚拟的庄子和他的书童蔺且与课程主讲教师一起带领我们畅游庄子的精神世界。\n\n\n\t\xa0\n\n\n\t\xa0 \xa0 课程包含六讲，分别为概述，论为人处世，论精益求精，论追求，论境界，论苦乐。\n\n\n\t\xa0\n\n\n\t\xa0 \xa0 作为一门中国文化英语说的系列课程，《庄子寓言及其智慧》是华南理工大学全英通识课《中国文化概论》、《中国文化英语说》系列课程中的一门课程。课程组致力于培养学生融汇贯通东西、古今文化，汲取人类文化、哲学精华的能力。\n\n\n\t\xa0\n\n\n\t\xa0 \xa0 \xa0授课对象：各年级、各专业、各国学生。本课程除了面向本校所有专业、所有年级的中国学生开放外，也与国际教育学院合作，面向各国留学生、以及华南理工大学孔子学院如：兰卡斯特大学孔子学院、爱达荷大学孔子学院、奥迪英戈施塔特孔子学院的学员开放。\n']
2,['为公司把把脉'],['\n\t财务报表是公司与投资大众之沟通工具。公司传达他们的经营绩效给公司外部人士，供信息用户了解公司的状况。学会计阅读财务报表对任何需运用财务信息做决策的信息用户而言是必要之要求。本课程之主要目的在提供容易阅读财务报表的方法给企业财务信息之潜在用户，如投资大众、债权人、公司员工和其他利害关系人（如供货商，客户），逐步引导财务报表使用者进入财务报表世界。本课程着重于如何理解公司各项活动造成报表的变化，首先教导财务报表使用者学会「望」字诀，懂外部经济活动之脉动变化之影响，例如：全球经济变化。第二，引导财务报表使用者学「闻」字诀，让使用者理解产业变化对财务报表影响。第三，指引财务报表使用者学习「问」字诀，可以看到财务报表数字时问自己数字背后代表之意义。第四，最后教导财务报表使用者学习「切」字诀，让财务报表使用者拿到财务报表时，即可理解公司究竟发生什么事，如何处理这些问题。\n\n\n\t本门课程针对三大主要财务报表之呈现方式与表达意涵。学员将学习到未来进行财务分析应注意之会计变动影响情况，及理解会计信息受会计处理变更之影响幅度。除此之外，学员还将可学习到会计准则、和公司管理与奖励制度如何影响财务报告程序。\n']
3,['智能车制作：嵌入式系统'],['\n\t\xa0\xa0\xa0 本课程为“全国大学生智能车竞赛”秘书处组织的“智能车制作”系列微课之一，在有限学时中帮助学生快速入门和了解ARM微控制器（单片机）与嵌入式系统，适合想参与竞赛的本科生和爱好者。  \n\n\n\t\xa0\xa0\xa0 微控制器与嵌入式系统技术，很适合于开始尝试挑战各种课外科技活动和竞赛的低年级本科同学，是初次尝试设计与创新时一个很有力的工具和敲门砖。ARM Cortex M构架的32位微控制器外围接口丰富、片内资源适中，能够实现大多数常用功能；同时，ARM Cotex M的32位内核构架则相对简练易学，容易从整体上理解和把握，适合低年级同学上手学习。\n\n\n\t\xa0\xa0\xa0\xa0本微课程介绍微控制器开发的基本方法和流程，以全国大学生智能车竞赛采用的32位微控制器为例，讲解微控制器与嵌入式应用开发的一般方法，让学生能尽快将一个微控制器的基本系统跑起来，动手实现自己的创意，进而参加全国大学生智能车竞赛等各类科技活动。\n\n\n\t\xa0\xa0\xa0\xa0本微课程是学堂在线MOOC课程“ARM微控制器与嵌入式系统”的精选版本，欢迎有兴趣的同学选择该课程进一步深入学习。\n']
4,['智能车制作：电子技术'],['本课程结合电子技术的特点和广泛应用，讨论电子系统的一般组成和实现方法。在总结电子元器件的分类和选用方法基础上，结合实例，对和处理器核心板接口的传感器信号处理及执行机构驱动硬件电路的设计和制作方法进行介绍。']
5,['数据结构（Data Structures）（2018秋）'],['\r\n\t \r\n\r\n\r\n\t数据结构是计算机学科各专业的一门重要专业基础课程。本课程主要论述数据的逻辑结构、存储结构、算法设计以及算法评价四方面的内容，使学生对线性表、栈、队列、树、图等各种数据结构以及查找、排序等基础算法有深入的了解；还要求学生针对具体的工程问题，系统地掌握在不同的数据结构上进行有关算法设计的思想和技巧。数据结构是一门理论性和实践性都很强的课程。\r\n\r\n\r\n\t课程成绩考核：平时作业：100%；合格分数线：60分。\r\n\r\n\r\n\t\r\n']
6,['大学物理-电磁学（英文授课）'],['\n\t物理，探索自然之规律，追求宇宙之真相。该课程将带领大家认识和理解电磁学的主要理论，领略对称和谐的科学之美。我们以英文原版教材为依托，结合国内精品教材，以清晰和符合逻辑的方式呈现电学和磁学的基本概念和原理。全课程英文讲授+英文字幕，重点部分采用双语字幕说明。在学习专业知识的同时，帮助学习者提升专业英语水平，培养英语思维能力。\n开始我们的旅程吧，虽有挑战但却值得。现在就加入吧！\n\n\n\t\n\n\n\t\n\n\n\t\n']
7,['AWS人工智能系列课程（进阶课程）'],['\n\t核心内容： \n\n\n\t1.\xa0AWS云计算对于AI的影响及改变 \n\n\n\t2.\xa0AWS上的人工智能和深度学习 \n\n\n\t3.\xa0AWS人工智能新服务解析-Rekognition、Polly及Lex服务 \n\n\n\t4. AWS 云计算--Amazon ML 机器学习实战\n\n\n\t\xa0 \n\n\n\t软件环境： \n\n\n\tAWS云计算环境 \n\n\n\t\n \n\n\n\t是否提供资料： \n\n\n\t否 \n\n\n\t\n \n\n\n\t课程等级： \n\n\n\t初级 \n\n\n\t\n \n\n\n\t适合人群： \n\n\n\t·开发人员 \n\n\n\t·解决方案架构师 \n\n\n\t·解决方案设计工程师 \n\n\n\t·数据库管理员 \n\n\n\t·IT\xa0业务决策者 \n\n\n\t·大数据和云存储从业人员 \n']
