job_title,job_responsibility
WXG01-微信视频号Android客户端开发工程师,负责Android微信客户端视频号功能的开发，包括音视频处理以及视频号的业务功能开发。
19511-GWB游戏孵化项目经理(深圳),"负责GWB游戏孵化工作组的日常管理，包含孵化项目评估、专家资源分配、技术资源协调、商务发行协调等，保持孵化流程的顺畅运作；
负责专家团组织的管理，通过运营长期有效的激励机制保障专家业余时间持续投入在孵化的指导工作上；
负责每一款孵化项目的项目管理，协调各类资源推动问题解决，保障孵化项目的成功率。"
15571-使命召唤手游高级引擎开发工程师（深圳）,"负责游戏中图形相关特性的开发，根据需求开发高级渲染效果，增强游戏表现力；
负责游戏中性能优化相关工作，针对需求定制增改Unity引擎底层功能；
负责图形兼容性分析以及疑难问题的分析定位工作；
维护使命召唤手游的研发工作流，不断优化工具管线。"
15571-使命召唤手游游戏性能优化工程师（深圳）,"负责使命召唤手游体验的优化，包括但不限于性能，功耗，发热，网络延时等；
负责针对需求定制增改Unity引擎底层功能；
开发相应的性能分析工具及搭建游戏性能监控体系；
负责图形兼容性分析以及疑难问题的分析定位工作；
负责调研竞品和业内的游戏优化技术，包括系统侧的优化和游戏引擎方面。"
15571-游戏引擎工具开发负责人（深圳）,"负责带领引擎工具团队和项目组合作，制定工作室研发工具管线方案；
负责开发low-level tools和引擎功能，帮助UE4/Unity研发团队提升研发效率；
负责引擎核心模块和相关工具的技术选型、架构设计和研发支持； 
负责引擎的内存以及性能优化，兼容性分析以及疑难问题分析定位工作。"
15571-高级游戏引擎开发工程师 （ UE4图形底层方向）（深圳）,"分析解决通用引擎问题，如加载优化，内存优化，性能问题解决等；
负责下一代图形管线开发工作；
负责游戏中图形相关特性的开发，根据需求开发高级渲染效果，增强游戏表现力；
负责游戏中性能优化相关工作，针对需求定制增改unreal4引擎底层功能；
负责图形兼容性分析以及疑难问题的分析定位工作。"
15571-高级游戏引擎开发工程师 （ 动画物理技术方向）（深圳）,"负责下一代游戏动画框架的设计和开发；
负责游戏动画特性开发，并和动画团队合作提升FPS游戏动画品质
负责游戏中动画物理特性的开发，根据需求开发高级动画效果，增强游戏表现力；
负责载具/破碎/角色物理动画等高级物理特性研发，适用于工作室游戏产品中；
负责游戏中性能优化相关工作，针对需求定制增改Unity/unreal4引擎底层功能；
分析FPS作品中动画技术实现并设计符合手游的可靠技术方案。
"
15571-高级游戏引擎开发工程师 （开放大世界技术方向）（深圳）,"负责开放世界相关技术的研发工作：地形，植被，光影，Houdini工具链，底层网络；
负责开放大世界前沿技术预研；
负责游戏中图形相关特性的开发，根据需求开发高级渲染效果，增强游戏表现力；
负责游戏中性能优化相关工作，针对需求定制增改Unreal4 引擎底层功能；
负责图形兼容性分析以及疑难问题的分析定位工作。"
15570-3A游戏IP手游高级关卡策划（深圳）,"负责游戏内PVE、PVP、大世界等关卡的设计和制作；
使用2D绘图软件设计关卡，使用3D引擎搭建关卡白模；
负责撰写关卡机制相关设计文档并跟进执行，过程中跟进所需程序、美术、策划相关资源支持的落地实现；
负责游戏关卡内容上所有的元素设计，包括情景氛围塑造，玩法原型创造以逻辑制作实现和成品把控；
关注相关统计数据，根据体验反馈、数据统计、调研问卷、论坛言论等反馈来源，调优迭代关卡设计；
对关卡最终体验负责，关卡需满足设计目的和定位要求，节奏、强度、时长、可玩性等各方面体验和数据符合既定预期；
确保目标用户对关卡最终表现评价达到同类一流产品的满意度。
"
15570-3A游戏IP高级战斗策划（深圳）,"对TPS射击手游的战斗体验负责，确保角色的操作、镜头、动作、射击体验等战斗相关部分的规划设计与跟进执行；
对枪械、主角、敌人、关卡要素、BOSS等内容中战斗相关的部分进行设计和实现；
跟进战斗相关的美术资源、程序机制的开发制作和落地实现；
协同数值、关卡、剧情世界观策划，确保战斗相关玩法体验符合目的及预期；
直接使用引擎及编辑器等工具，直接进行战斗相关的设计制作和迭代调试；
根据用户反馈、数据统计、市场竞品表现等迭代打磨战斗体验；
确保战斗相关操作手感、反馈表现等，不低于市场主流一线手游产品。"
15571-使命召唤手游3D武器枪械美术（深圳）,"专职从事武器类制作，硬表面类5年以上工作经验，熟悉武器，机械设计原理；
有自主设计整合能力，具有AAA项目制作经验，热爱军事题材。"
15571-使命召唤手游高级灯光美术（深圳）,"使用灯光来增强游戏场景美术效果或游戏性，搭建整个游戏的场景环境氛围，天气系统，TOD（Time of Day）等；
与美术总监，场景美术，技术美术和策划合作，为游戏的各个方面提供灯光需求；
理解和遵循游戏的风格和主题，以及完整的游戏流程；
通过专有软件创建预烘焙和实时照明；
创建贴图材质和Shader (基于物理的渲染)，通过可用的图形工具来创建灯光；
确保灯光系统符合整个游戏性能的标准和要求；
与引擎组有效沟通和交流，提升游戏效率和性能，解决灯光关于工具和性能方面的技术问题。"
25927-游戏测试经理,"负责游戏整体的质量把控，制定测试计划方案、并跟踪实施，监控项目外网质量，并能及时响应突发问题；
负责优化、提高团队与项目组之间的良好沟通渠道，以及测试效率和输出质量；
负责分析业务测试需求，探索更多的测试手段和维度，帮助提升部门的测试质量、效率和深度；
负责游戏专项测试工具的开发、维护和完善。"
21882-腾讯医典高级医学编辑（新媒体运营）,"1.负责医学科普产品新媒体内容创意策划及撰写（长图、漫画、短视频等），能熟练运用新媒体内容运营手段/技巧高效生产健康生活类高传播力新媒体内容，高质量独立快速完成热点话题科普内容成稿；
2.拓展外部医学健康类专业科普人士资源，组织协调外部医生/健康类KOL作者，结合产品特点系统性稳定产出高质量新媒体健康科普内容，能策划医学相关高传播力、优质内容栏目，包括外部资源选题把关审核、协调、分发和结算等工作；
3. 结合不同新媒体内容分发传播渠道/场景特点，制定新媒体医学健康科普内容运营策略，结合用户人群和数据快速制定分析新媒体运营提升优化策略，包括内容运营、用户运营、社群运营等OKR工作方法熟练运用，快速提升产品新媒体内容品牌影响力。
"
20742-高级（专家级）3D场景设计师（深圳）,"隶属于工作室群旗下对接多个项目，管控各类场景物件品质，参与关卡设计和制作，并在引擎中实现；
优化场景性能，提升整体品质；
监督生产管线的品质标准，制作中的审核反馈以及修改；
负责游戏中3D场景资源的风格统一和资源规范，负责游戏资源输出及最终效果优化。"
